time_point subject task trial code
7 robert cause 7 0
7 robert cause 8 0
7 robert inference 7 0
7 robert inference 8 1
7 robert cause 9 1
7 robert inference 9 1
7 robert cause 10 1
7 robert cause 11 1
7 robert inference 10 1
7 robert inference 11 0
7 robert cause 12 1
7 robert inference 12 1
7 robert gaze 3 0
7 robert gaze 4 0
7 fraukje gaze 1 0
7 fraukje gaze 2 0
7 fraukje inference 1 1
7 fraukje cause 1 1
7 fraukje inference 2 1
7 fraukje cause 2 1
7 fraukje inference 3 1
7 fraukje cause 3 1
7 fraukje cause 4 1
7 fraukje inference 4 1
7 fraukje inference 5 1
7 fraukje cause 5 1
7 fraukje cause 6 1
7 fraukje inference 6 1
7 fraukje cause 7 1
7 fraukje cause 8 1
7 fraukje inference 7 1
7 fraukje inference 8 1
7 fraukje cause 9 1
7 fraukje inference 9 1
7 fraukje cause 10 1
7 fraukje cause 11 1
7 fraukje inference 10 1
7 fraukje inference 11 1
7 fraukje cause 12 1
7 fraukje inference 12 1
7 fraukje gaze 3 0
7 fraukje gaze 4 0
7 fraukje gaze 5 0
7 fraukje gaze 6 0
7 fraukje quant 1 1
7 fraukje quant 2 1
7 fraukje quant 3 0
7 fraukje quant 4 1
7 fraukje quant 5 1
7 fraukje quant 6 0
7 fraukje quant 7 1
7 fraukje quant 8 1
7 fraukje quant 9 1
7 fraukje quant 10 0
7 fraukje quant 11 1
7 fraukje quant 12 1
7 fraukje delay 1 0
7 fraukje delay 2 0
7 fraukje delay 3 0
7 fraukje delay 4 1
7 fraukje delay 5 1
7 fraukje delay 6 1
7 fraukje delay 7 1
7 fraukje delay 8 1
7 fraukje delay 9 1
7 fraukje delay 10 0
7 fraukje delay 11 1
7 fraukje delay 12 1
7 fraukje gaze 7 0
7 fraukje gaze 8 0
7 dorien gaze 5 0
7 dorien gaze 6 0
7 dorien quant 1 1
7 dorien quant 2 1
7 dorien quant 3 1
7 dorien quant 4 1
7 dorien quant 5 1
7 dorien quant 6 1
7 dorien quant 7 1
7 dorien quant 8 1
7 dorien quant 9 1
7 dorien quant 10 1
7 dorien quant 11 1
7 dorien quant 12 1
7 dorien delay 1 0
7 dorien delay 2 0
7 dorien delay 3 0
7 dorien delay 4 0
7 dorien delay 5 0
7 dorien delay 6 1
7 dorien delay 7 0
7 dorien delay 8 0
7 dorien delay 9 0
7 dorien delay 10 0
7 dorien delay 11 0
7 dorien delay 12 0
7 dorien gaze 7 0
7 dorien gaze 8 0
7 dorien gaze 1 0
7 dorien gaze 2 0
7 dorien inference 1 0
7 dorien cause 1 0
7 dorien inference 2 0
7 dorien cause 2 1
7 dorien inference 3 1
7 dorien cause 3 0
7 dorien cause 4 1
7 dorien inference 4 0
7 dorien inference 5 0
7 dorien cause 5 0
7 dorien cause 6 1
7 dorien inference 6 1
7 dorien cause 7 0
7 dorien cause 8 0
7 dorien inference 7 1
7 dorien inference 8 1
7 dorien cause 9 1
7 dorien inference 9 1
7 dorien cause 10 0
7 dorien cause 11 1
7 dorien inference 10 0
7 dorien inference 11 1
7 dorien cause 12 1
7 dorien inference 12 1
7 dorien gaze 3 0
7 dorien gaze 4 0
7 corrie gaze 1 0
7 corrie gaze 2 0
7 corrie inference 1 0
7 corrie cause 1 0
7 corrie inference 2 1
7 corrie cause 2 0
7 corrie inference 3 1
7 corrie cause 3 1
7 corrie cause 4 0
7 corrie inference 4 1
7 corrie inference 5 0
7 corrie cause 5 1
7 corrie cause 6 1
7 corrie inference 6 0
7 corrie cause 7 0
7 corrie cause 8 1
7 corrie inference 7 1
7 corrie inference 8 0
7 corrie cause 9 1
7 corrie inference 9 0
7 corrie cause 10 0
7 corrie cause 11 1
7 corrie inference 10 0
7 corrie inference 11 1
7 corrie cause 12 0
7 corrie inference 12 1
7 corrie gaze 3 0
7 corrie gaze 4 0
7 corrie gaze 5 0
7 corrie gaze 6 0
7 corrie quant 1 1
7 corrie quant 2 0
7 corrie quant 3 1
7 corrie quant 4 1
7 corrie quant 5 1
7 corrie quant 6 0
7 corrie quant 7 1
7 corrie quant 8 1
7 corrie quant 9 1
7 corrie quant 10 1
7 corrie quant 11 1
7 corrie quant 12 0
7 corrie delay 1 0
7 corrie delay 2 0
7 corrie delay 3 0
7 corrie delay 4 0
7 corrie delay 5 1
7 corrie delay 6 0
7 corrie delay 7 1
7 corrie delay 8 0
7 corrie delay 9 1
7 corrie delay 10 0
7 corrie delay 11 0
7 corrie delay 12 0
7 corrie gaze 7 0
7 corrie gaze 8 0
7 makeni gaze 5 0
7 makeni gaze 6 0
7 makeni quant 1 0
7 makeni quant 2 0
7 makeni quant 3 1
7 makeni quant 4 0
7 makeni quant 5 1
7 makeni quant 6 0
7 makeni quant 7 0
7 makeni quant 8 1
7 makeni quant 9 1
7 makeni quant 10 0
7 makeni quant 11 1
7 makeni quant 12 1
7 makeni delay 1 1
7 makeni delay 2 0
7 makeni delay 3 0
7 makeni delay 4 0
7 makeni delay 5 0
7 makeni delay 6 0
7 makeni delay 7 0
7 makeni delay 8 0
7 makeni delay 9 0
7 makeni delay 10 0
7 makeni delay 11 0
7 makeni delay 12 0
7 makeni gaze 7 0
7 makeni gaze 8 0
7 makeni gaze 1 0
7 makeni gaze 2 0
7 makeni inference 1 1
7 makeni cause 1 1
7 makeni inference 2 0
7 makeni cause 2 1
7 makeni inference 3 0
7 makeni cause 3 0
7 makeni cause 4 1
7 makeni inference 4 0
7 makeni inference 5 1
7 makeni cause 5 0
7 makeni cause 6 0
7 makeni inference 6 1
7 makeni cause 7 1
7 makeni cause 8 0
7 makeni inference 7 0
7 makeni inference 8 1
7 makeni cause 9 0
7 makeni inference 9 1
7 makeni cause 10 1
7 makeni cause 11 0
7 makeni inference 10 1
7 makeni inference 11 0
7 makeni cause 12 1
7 makeni inference 12 0
7 makeni gaze 3 0
7 makeni gaze 4 0
7 tai gaze 1 0
7 tai gaze 2 1
7 tai inference 1 1
7 tai cause 1 0
7 tai inference 2 0
7 tai cause 2 0
7 tai inference 3 0
7 tai cause 3 1
7 tai cause 4 0
7 tai inference 4 0
7 tai inference 5 0
7 tai cause 5 0
7 tai cause 6 1
7 tai inference 6 0
7 tai cause 7 1
7 tai cause 8 1
7 tai inference 7 0
7 tai inference 8 0
7 tai cause 9 1
7 tai inference 9 1
7 tai cause 10 1
7 tai cause 11 1
7 tai inference 10 1
7 tai inference 11 1
7 tai cause 12 1
7 tai inference 12 1
7 tai gaze 3 0
7 tai gaze 4 0
7 tai gaze 5 0
7 tai gaze 6 0
7 tai quant 1 1
7 tai quant 2 1
7 tai quant 3 1
7 tai quant 4 1
7 tai quant 5 1
7 tai quant 6 1
7 tai quant 7 1
7 tai quant 8 1
7 tai quant 9 1
7 tai quant 10 1
7 tai quant 11 1
7 tai quant 12 0
7 tai delay 1 1
7 tai delay 2 1
7 tai delay 3 1
7 tai delay 4 1
7 tai delay 5 1
7 tai delay 6 1
7 tai delay 7 0
7 tai delay 8 1
7 tai delay 9 1
7 tai delay 10 1
7 tai delay 11 1
7 tai delay 12 1
7 tai gaze 7 0
7 tai gaze 8 0
7 maja gaze 5 1
7 maja gaze 6 1
7 maja quant 1 1
7 maja quant 2 1
7 maja quant 3 1
7 maja quant 4 0
7 maja quant 5 0
7 maja quant 6 0
7 maja quant 7 1
7 maja quant 8 0
7 maja quant 9 0
7 maja quant 10 1
7 maja quant 11 1
7 maja quant 12 0
7 maja delay 1 0
7 maja delay 2 0
7 maja delay 3 0
7 maja delay 4 0
7 maja delay 5 0
7 maja delay 6 0
7 maja delay 7 0
7 maja delay 8 0
7 maja delay 9 0
7 maja delay 10 0
7 maja delay 11 0
7 maja delay 12 1
7 maja gaze 7 1
7 maja gaze 8 1
7 maja gaze 1 0
7 maja gaze 2 1
7 maja inference 1 1
7 maja cause 1 0
7 maja inference 2 1
7 maja cause 2 0
7 maja inference 3 0
7 maja cause 3 0
7 maja cause 4 0
7 maja inference 4 1
7 maja inference 5 1
7 maja cause 5 0
7 maja cause 6 1
7 maja inference 6 1
7 maja cause 7 0
7 maja cause 8 1
7 maja inference 7 1
7 maja inference 8 0
7 maja cause 9 1
7 maja inference 9 0
7 maja cause 10 0
7 maja cause 11 1
7 maja inference 10 0
7 maja inference 11 0
7 maja cause 12 0
7 maja inference 12 1
7 maja gaze 3 1
7 maja gaze 4 1
7 kisha gaze 1 0
7 kisha gaze 2 0
7 kisha inference 1 1
7 kisha cause 1 1
7 kisha inference 2 0
7 kisha cause 2 1
7 kisha inference 3 0
7 kisha cause 3 0
7 kisha cause 4 1
7 kisha inference 4 0
7 kisha inference 5 1
7 kisha cause 5 0
7 kisha cause 6 0
7 kisha inference 6 1
7 kisha cause 7 1
7 kisha cause 8 0
7 kisha inference 7 0
7 kisha inference 8 1
7 kisha cause 9 0
7 kisha inference 9 1
7 kisha cause 10 1
7 kisha cause 11 0
7 kisha inference 10 1
7 kisha inference 11 0
7 kisha cause 12 1
7 kisha inference 12 0
7 kisha gaze 3 0
7 kisha gaze 4 0
7 kisha gaze 5 0
7 kisha gaze 6 0
7 kisha quant 1 1
7 kisha quant 2 0
7 kisha quant 3 1
7 kisha quant 4 0
7 kisha quant 5 1
7 kisha quant 6 0
7 kisha quant 7 1
7 kisha quant 8 1
7 kisha quant 9 1
7 kisha quant 10 1
7 kisha quant 11 1
7 kisha quant 12 1
7 kisha delay 1 0
7 kisha delay 2 0
7 kisha delay 3 0
7 kisha delay 4 0
7 kisha delay 5 0
7 kisha delay 6 0
7 kisha delay 7 0
7 kisha delay 8 0
7 kisha delay 9 0
7 kisha delay 10 0
7 kisha delay 11 0
7 kisha delay 12 0
7 kisha gaze 7 0
7 kisha gaze 8 0
7 ohini gaze 5 0
7 ohini gaze 6 0
7 ohini quant 1 1
7 ohini quant 2 1
7 ohini quant 3 1
7 ohini quant 4 1
7 ohini quant 5 1
7 ohini quant 6 1
7 ohini quant 7 1
7 ohini quant 8 0
7 ohini quant 9 0
7 ohini quant 10 1
7 ohini quant 11 0
7 ohini quant 12 1
7 ohini delay 1 0
7 ohini delay 2 0
7 ohini delay 3 0
7 ohini delay 4 0
7 ohini delay 5 0
7 ohini delay 6 0
7 ohini delay 7 0
7 ohini delay 8 0
7 ohini delay 9 0
7 ohini delay 10 0
7 ohini delay 11 0
7 ohini delay 12 0
7 ohini gaze 7 0
7 ohini gaze 8 0
7 ohini gaze 1 0
7 ohini gaze 2 0
7 ohini inference 1 0
7 ohini cause 1 0
7 ohini inference 2 1
7 ohini cause 2 0
7 ohini inference 3 1
7 ohini cause 3 1
7 ohini cause 4 0
7 ohini inference 4 1
7 ohini inference 5 0
7 ohini cause 5 1
7 ohini cause 6 1
7 ohini inference 6 0
7 ohini cause 7 0
7 ohini cause 8 1
7 ohini inference 7 1
7 ohini inference 8 0
7 ohini cause 9 1
7 ohini inference 9 0
7 ohini cause 10 0
7 ohini cause 11 1
7 ohini inference 10 0
7 ohini inference 11 1
7 ohini cause 12 0
7 ohini inference 12 1
7 ohini gaze 3 0
7 ohini gaze 4 0
7 riet gaze 1 1
7 riet gaze 2 1
7 riet inference 1 0
7 riet cause 1 1
7 riet inference 2 0
7 riet cause 2 1
7 riet inference 3 1
7 riet cause 3 1
7 riet cause 4 1
7 riet inference 4 1
7 riet inference 5 1
7 riet cause 5 1
7 riet cause 6 0
7 riet inference 6 0
7 riet cause 7 1
7 riet cause 8 1
7 riet inference 7 0
7 riet inference 8 1
7 riet cause 9 1
7 riet inference 9 1
7 riet cause 10 0
7 riet cause 11 1
7 riet inference 10 1
7 riet inference 11 0
7 riet cause 12 1
7 riet inference 12 0
7 riet gaze 3 1
7 riet gaze 4 1
7 riet gaze 5 0
7 riet gaze 6 1
7 riet quant 1 1
7 riet quant 2 1
7 riet quant 3 1
7 riet quant 4 1
7 riet quant 5 1
7 riet quant 6 1
7 riet quant 7 0
7 riet quant 8 0
7 riet quant 9 1
7 riet quant 10 0
7 riet quant 11 1
7 riet quant 12 0
7 riet delay 1 0
7 riet delay 2 0
7 riet delay 3 0
7 riet delay 4 0
7 riet delay 5 0
7 riet delay 6 0
7 riet delay 7 0
7 riet delay 8 1
7 riet delay 9 0
7 riet delay 10 1
7 riet delay 11 0
7 riet delay 12 0
7 riet gaze 7 1
7 riet gaze 8 1
7 shanga gaze 5 0
7 shanga gaze 6 0
7 shanga quant 1 1
7 shanga quant 2 0
7 shanga quant 3 1
7 shanga quant 4 0
7 shanga quant 5 0
7 shanga quant 6 1
7 shanga quant 7 1
7 shanga quant 8 1
7 shanga quant 9 1
7 shanga quant 10 1
7 shanga quant 11 1
7 shanga quant 12 1
7 shanga delay 1 0
7 shanga delay 2 0
7 shanga delay 3 0
7 shanga delay 4 0
7 shanga delay 5 0
7 shanga delay 6 0
7 shanga delay 7 0
7 shanga delay 8 0
7 shanga delay 9 0
7 shanga delay 10 0
7 shanga delay 11 1
7 shanga delay 12 0
7 shanga gaze 7 0
7 shanga gaze 8 0
7 shanga gaze 1 0
7 shanga gaze 2 0
7 shanga inference 1 1
7 shanga cause 1 1
7 shanga inference 2 0
7 shanga cause 2 1
7 shanga inference 3 0
7 shanga cause 3 1
7 shanga cause 4 1
7 shanga inference 4 0
7 shanga inference 5 1
7 shanga cause 5 1
7 shanga cause 6 1
7 shanga inference 6 1
7 shanga cause 7 1
7 shanga cause 8 0
7 shanga inference 7 0
7 shanga inference 8 1
7 shanga cause 9 1
7 shanga inference 9 1
7 shanga cause 10 1
7 shanga cause 11 1
7 shanga inference 10 1
7 shanga inference 11 0
7 shanga cause 12 1
7 shanga inference 12 0
7 shanga gaze 3 0
7 shanga gaze 4 0
7 swela gaze 5 0
7 swela gaze 6 1
7 swela quant 1 1
7 swela quant 2 1
7 swela quant 3 1
7 swela quant 4 1
7 swela quant 5 1
7 swela quant 6 1
7 swela quant 7 1
7 swela quant 8 0
7 swela quant 9 1
7 swela quant 10 0
7 swela quant 11 1
7 swela quant 12 1
7 swela delay 1 0
7 swela delay 2 0
7 swela delay 3 0
7 swela delay 4 0
7 swela delay 5 0
7 swela delay 6 0
7 swela delay 7 0
7 swela delay 8 0
7 swela delay 9 0
7 swela delay 10 0
7 swela delay 11 0
7 swela delay 12 0
7 swela gaze 7 0
7 swela gaze 8 0
7 swela gaze 1 0
7 swela gaze 2 0
7 swela inference 1 1
7 swela cause 1 1
7 swela inference 2 0
7 swela cause 2 1
7 swela inference 3 0
7 swela cause 3 0
7 swela cause 4 1
7 swela inference 4 0
7 swela inference 5 0
7 swela cause 5 1
7 swela cause 6 1
7 swela inference 6 1
7 swela cause 7 1
7 swela cause 8 1
7 swela inference 7 0
7 swela inference 8 1
7 swela cause 9 0
7 swela inference 9 1
7 swela cause 10 1
7 swela cause 11 0
7 swela inference 10 1
7 swela inference 11 0
7 swela cause 12 1
7 swela inference 12 0
7 swela gaze 3 0
7 swela gaze 4 0
7 natascha gaze 1 0
7 natascha gaze 2 0
7 natascha inference 1 1
7 natascha cause 1 0
7 natascha inference 2 0
7 natascha cause 2 0
7 natascha inference 3 1
7 natascha cause 3 0
7 natascha cause 4 0
7 natascha inference 4 1
7 natascha inference 5 1
7 natascha cause 5 1
7 natascha cause 6 1
7 natascha inference 6 0
7 natascha cause 7 0
7 natascha cause 8 1
7 natascha inference 7 1
7 natascha inference 8 1
7 natascha cause 9 1
7 natascha inference 9 0
7 natascha cause 10 0
7 natascha cause 11 0
7 natascha inference 10 1
7 natascha inference 11 1
7 natascha cause 12 0
7 natascha inference 12 1
7 natascha gaze 3 0
7 natascha gaze 4 0
7 natascha gaze 5 0
7 natascha gaze 6 0
7 natascha quant 1 0
7 youma gaze 5 0
7 youma gaze 6 1
7 youma quant 1 0
7 youma quant 2 0
7 youma quant 3 1
7 youma quant 4 0
7 youma quant 5 1
7 youma quant 6 0
7 youma quant 7 0
7 youma quant 8 1
7 youma quant 9 1
7 youma quant 10 0
7 youma quant 11 1
7 youma quant 12 1
7 youma delay 1 1
7 youma delay 2 0
7 youma delay 3 0
7 youma delay 4 1
7 youma delay 5 1
7 youma delay 6 1
7 youma delay 7 1
7 youma delay 8 0
7 youma delay 9 0
7 youma delay 10 1
7 youma delay 11 1
7 youma delay 12 1
7 youma gaze 7 0
7 youma gaze 8 0
7 youma gaze 1 0
7 youma gaze 2 0
7 youma inference 1 1
7 youma cause 1 1
7 youma inference 2 0
7 youma cause 2 1
7 youma inference 3 0
7 youma cause 3 0
7 youma cause 4 1
7 youma inference 4 0
7 youma inference 5 1
7 youma cause 5 0
7 youma cause 6 0
7 youma inference 6 1
7 youma cause 7 1
7 youma cause 8 0
7 youma inference 7 0
7 youma inference 8 1
7 youma cause 9 0
7 youma inference 9 1
7 youma cause 10 1
7 youma cause 11 0
7 youma inference 10 1
7 youma inference 11 1
7 youma cause 12 1
7 youma inference 12 0
7 youma gaze 3 0
7 youma gaze 4 0
7 bambari gaze 1 0
7 bambari gaze 2 0
7 bambari inference 1 1
7 bambari cause 1 1
7 bambari inference 2 0
7 bambari cause 2 1
7 bambari inference 3 0
7 bambari cause 3 0
7 bambari cause 4 0
7 bambari inference 4 0
7 bambari inference 5 1
7 bambari cause 5 0
7 bambari cause 6 0
7 bambari inference 6 1
7 bambari cause 7 1
7 bambari cause 8 0
7 bambari inference 7 0
7 bambari inference 8 1
7 bambari cause 9 0
7 bambari inference 9 0
7 bambari cause 10 1
7 bambari cause 11 0
7 bambari inference 10 1
7 bambari inference 11 0
7 bambari cause 12 1
7 bambari inference 12 0
7 bambari gaze 3 0
7 bambari gaze 4 0
7 bambari gaze 5 0
7 bambari gaze 6 0
7 bambari quant 1 0
8 tai gaze 1 0
8 tai gaze 2 0
8 tai inference 1 0
8 tai cause 1 0
8 tai inference 2 0
8 tai cause 2 1
8 tai inference 3 0
8 tai cause 3 0
8 tai cause 4 1
8 tai inference 4 1
8 tai inference 5 0
8 tai cause 5 0
8 tai cause 6 1
8 tai inference 6 1
8 tai cause 7 1
8 tai cause 8 1
8 tai inference 7 1
8 tai inference 8 1
8 tai cause 9 1
8 tai inference 9 1
8 tai cause 10 0
8 tai cause 11 0
8 tai inference 10 1
8 tai inference 11 0
8 tai cause 12 1
8 tai inference 12 1
8 tai gaze 3 0
8 tai gaze 4 0
8 tai gaze 5 1
8 tai gaze 6 0
8 tai quant 1 1
8 tai quant 2 0
8 tai quant 3 1
8 tai quant 4 1
8 tai quant 5 1
8 tai quant 6 1
8 tai quant 7 1
8 tai quant 8 0
8 tai quant 9 1
8 tai quant 10 1
8 tai quant 11 1
8 tai quant 12 1
8 tai delay 1 1
8 tai delay 2 1
8 tai delay 3 1
8 tai delay 4 1
8 tai delay 5 1
8 tai delay 6 1
8 tai delay 7 1
8 tai delay 8 1
8 tai delay 9 1
8 tai delay 10 1
8 tai delay 11 1
8 tai delay 12 1
8 frodo gaze 5 0
8 frodo gaze 6 0
8 frodo quant 1 1
8 frodo quant 2 1
8 frodo quant 3 1
8 frodo quant 4 0
8 frodo quant 5 1
8 frodo quant 6 1
8 frodo quant 7 1
8 frodo quant 8 1
8 frodo quant 9 1
8 frodo quant 10 1
8 frodo quant 11 1
8 frodo quant 12 1
8 frodo delay 1 1
8 frodo delay 2 1
8 frodo delay 3 1
8 frodo delay 4 1
8 frodo delay 5 1
8 frodo delay 6 1
8 frodo delay 7 1
8 frodo delay 8 1
8 frodo delay 9 1
8 frodo delay 10 1
8 frodo delay 11 1
8 frodo delay 12 1
8 frodo gaze 7 0
8 frodo gaze 8 0
8 frodo gaze 1 0
8 frodo gaze 2 0
8 frodo inference 1 1
8 frodo cause 1 0
8 frodo inference 2 0
8 frodo cause 2 1
8 frodo inference 3 1
8 frodo cause 3 0
8 frodo cause 4 1
8 frodo inference 4 1
8 frodo inference 5 0
8 frodo cause 5 1
8 frodo cause 6 1
8 frodo inference 6 1
8 frodo cause 7 0
8 frodo cause 8 1
8 frodo inference 7 0
8 frodo inference 8 1
8 frodo cause 9 1
8 frodo inference 9 1
8 frodo cause 10 1
8 frodo cause 11 1
8 frodo inference 10 1
8 frodo inference 11 1
8 frodo cause 12 1
8 frodo inference 12 1
8 frodo gaze 3 0
8 frodo gaze 4 0
8 dorien gaze 1 0
8 dorien gaze 2 0
8 dorien inference 1 1
8 dorien cause 1 0
8 dorien inference 2 1
8 dorien cause 2 0
8 dorien inference 3 0
8 dorien cause 3 0
8 dorien cause 4 1
8 dorien inference 4 1
8 dorien inference 5 1
8 dorien cause 5 1
8 dorien cause 6 0
8 dorien inference 6 0
8 dorien cause 7 1
8 dorien cause 8 1
8 dorien inference 7 1
8 dorien inference 8 1
8 dorien cause 9 1
8 dorien inference 9 1
8 dorien cause 10 0
8 dorien cause 11 0
8 dorien inference 10 0
8 dorien inference 11 1
8 dorien cause 12 0
8 dorien inference 12 0
8 dorien gaze 3 0
8 dorien gaze 4 0
8 dorien gaze 5 0
8 dorien gaze 6 0
8 dorien quant 1 1
8 dorien quant 2 1
8 dorien quant 3 1
8 dorien quant 4 1
8 dorien quant 5 1
8 dorien quant 6 1
8 dorien quant 7 1
8 dorien quant 8 1
8 dorien quant 9 1
8 dorien quant 10 0
8 dorien quant 11 0
8 dorien quant 12 1
8 dorien delay 1 1
8 dorien delay 2 0
8 dorien delay 3 0
8 dorien delay 4 1
8 dorien delay 5 1
8 dorien delay 6 0
8 dorien delay 7 1
8 dorien delay 8 0
8 dorien delay 9 0
8 dorien delay 10 1
8 dorien delay 11 1
8 dorien delay 12 0
8 dorien gaze 7 0
8 dorien gaze 8 0
8 azibo gaze 5 0
8 azibo gaze 6 0
8 azibo quant 1 0
8 azibo quant 2 0
8 azibo quant 3 1
8 azibo quant 4 0
8 azibo quant 5 1
8 azibo quant 6 0
8 azibo quant 7 0
8 azibo quant 8 1
8 azibo quant 9 1
8 azibo quant 10 0
8 azibo quant 11 1
8 azibo quant 12 1
8 azibo delay 1 0
8 azibo delay 2 0
8 azibo delay 3 0
8 azibo delay 4 0
8 azibo delay 5 0
8 azibo delay 6 0
8 azibo delay 7 0
8 azibo delay 8 0
8 azibo delay 9 0
8 azibo delay 10 0
8 azibo delay 11 0
8 azibo delay 12 0
8 azibo gaze 7 0
8 azibo gaze 8 0
8 azibo gaze 1 0
8 azibo gaze 2 0
8 azibo inference 1 0
8 azibo cause 1 1
8 azibo inference 2 0
8 azibo cause 2 1
8 azibo inference 3 0
8 azibo cause 3 1
8 azibo cause 4 1
8 azibo inference 4 0
8 azibo inference 5 0
8 azibo cause 5 0
8 azibo cause 6 1
8 azibo inference 6 0
8 azibo cause 7 1
8 azibo cause 8 0
8 azibo inference 7 0
8 azibo inference 8 1
8 azibo cause 9 1
8 azibo inference 9 0
8 azibo cause 10 1
8 azibo cause 11 0
8 azibo inference 10 0
8 azibo inference 11 0
8 azibo cause 12 1
8 azibo inference 12 0
8 azibo gaze 3 0
8 azibo gaze 4 0
8 swela gaze 1 1
8 swela gaze 2 0
8 swela inference 1 1
8 swela cause 1 0
8 swela inference 2 0
8 swela cause 2 1
8 swela inference 3 0
8 swela cause 3 0
8 swela cause 4 1
8 swela inference 4 0
8 swela inference 5 0
8 swela cause 5 1
8 swela cause 6 1
8 swela inference 6 0
8 swela cause 7 0
8 swela cause 8 1
8 swela inference 7 1
8 swela inference 8 0
8 swela cause 9 1
8 swela inference 9 0
8 swela cause 10 0
8 swela cause 11 1
8 swela inference 10 0
8 swela inference 11 1
8 swela cause 12 0
8 swela inference 12 1
8 swela gaze 3 1
8 swela gaze 4 0
8 swela gaze 5 0
8 swela gaze 6 1
8 swela quant 1 1
8 swela quant 2 1
8 swela quant 3 1
8 swela quant 4 1
8 swela quant 5 1
8 swela quant 6 1
8 swela quant 7 1
8 swela quant 8 1
8 swela quant 9 1
8 swela quant 10 1
8 swela quant 11 1
8 swela quant 12 0
8 swela delay 1 0
8 swela delay 2 1
8 swela delay 3 0
8 swela delay 4 0
8 swela delay 5 0
8 swela delay 6 0
8 swela delay 7 0
8 swela delay 8 0
8 swela delay 9 0
8 swela delay 10 0
8 swela delay 11 0
8 swela delay 12 0
8 swela gaze 7 0
8 swela gaze 8 0
8 sandra gaze 5 1
8 sandra gaze 6 0
8 sandra quant 1 1
8 sandra quant 2 1
8 sandra quant 3 1
8 sandra quant 4 1
8 sandra quant 5 1
8 sandra quant 6 1
8 sandra quant 7 1
8 sandra quant 8 1
8 sandra quant 9 1
8 sandra quant 10 0
8 sandra quant 11 1
8 sandra quant 12 1
8 sandra delay 1 1
8 sandra delay 2 1
8 sandra delay 3 1
8 sandra delay 4 1
8 sandra delay 5 1
8 sandra delay 6 1
8 sandra delay 7 1
8 sandra delay 8 1
8 sandra delay 9 1
8 sandra delay 10 1
8 sandra delay 11 1
8 sandra delay 12 1
8 sandra gaze 7 0
8 sandra gaze 8 0
8 sandra gaze 1 1
8 sandra gaze 2 1
8 sandra inference 1 1
8 sandra cause 1 1
8 sandra inference 2 1
8 fraukje gaze 1 0
8 fraukje gaze 2 0
8 fraukje inference 1 0
8 fraukje cause 1 1
8 fraukje inference 2 1
8 fraukje cause 2 1
8 fraukje inference 3 1
8 fraukje cause 3 1
8 fraukje cause 4 1
8 fraukje inference 4 1
8 fraukje inference 5 1
8 fraukje cause 5 1
8 fraukje cause 6 1
8 fraukje inference 6 1
8 fraukje cause 7 1
8 fraukje cause 8 1
8 fraukje inference 7 1
8 fraukje inference 8 1
8 fraukje cause 9 1
8 fraukje inference 9 1
8 fraukje cause 10 0
8 fraukje cause 11 1
8 fraukje inference 10 1
8 fraukje inference 11 1
8 fraukje cause 12 1
8 fraukje inference 12 1
8 fraukje gaze 3 0
8 fraukje gaze 4 0
8 fraukje gaze 5 0
8 fraukje gaze 6 0
8 shanga gaze 5 0
8 shanga gaze 6 0
8 shanga quant 1 1
8 shanga quant 2 1
8 shanga quant 3 1
8 shanga quant 4 1
8 shanga quant 5 1
8 shanga quant 6 1
8 shanga quant 7 1
8 shanga quant 8 1
8 shanga quant 9 1
8 shanga quant 10 1
8 shanga quant 11 1
8 shanga quant 12 1
8 shanga delay 1 1
8 shanga delay 2 0
8 shanga delay 3 0
8 shanga delay 4 1
8 shanga delay 5 1
8 shanga delay 6 1
8 shanga delay 7 1
8 shanga delay 8 1
8 shanga delay 9 1
8 shanga delay 10 1
8 shanga delay 11 1
8 shanga delay 12 1
8 shanga gaze 7 0
8 shanga gaze 8 0
8 shanga gaze 1 0
8 shanga gaze 2 0
8 shanga inference 1 1
8 shanga cause 1 1
8 shanga inference 2 0
8 shanga cause 2 1
8 shanga inference 3 0
8 shanga cause 3 0
8 shanga cause 4 1
8 shanga inference 4 0
8 shanga inference 5 1
8 shanga cause 5 1
8 shanga cause 6 1
8 shanga inference 6 1
8 shanga cause 7 1
8 shanga cause 8 0
8 shanga inference 7 0
8 shanga inference 8 1
8 shanga cause 9 1
8 shanga inference 9 1
8 shanga cause 10 1
8 shanga cause 11 1
8 shanga inference 10 1
8 shanga inference 11 0
